name, block size, decode steps, method, min error, max error, avg error
random_103x96_f32, 32x32x1, [0, 0, 0], standard, 0.005120277404785156, 0.005120277404785156, 0.005120277404785156
random_103x96_f32, 32x32x1, [0, 1, 0], standard, 0.0015189051628112793, 0.009366154670715332, 0.005442529916763306
random_103x96_f32, 32x32x1, [0, 2, 0], standard, 0.001668393611907959, 0.009366154670715332, 0.005246917251497507
random_103x96_f32, 32x32x1, [0, 3, 0], standard, 0.00192946195602417, 0.03914618492126465, 0.0192316472530365
random_103x96_f32, 32x32x1, [0, 4, 0], standard, 0.0002690553665161133, 0.04247447848320007, 0.021772470325231552
random_103x96_f32, 32x32x1, [0, 5, 0], standard, 0.0026904940605163574, 0.05980277061462402, 0.025505244731903076
random_103x96_f32, 32x32x1, [0, 6, 0], standard, 0.0010990500450134277, 0.0878555178642273, 0.03472787141799927
random_103x96_f32, 32x32x1, [0, 7, 0], standard, 0.0009853243827819824, 0.10269349813461304, 0.04944805055856705
random_103x96_f32, 32x32x1, [1, 0, 0], standard, 0.00023543834686279297, 0.010063529014587402, 0.005149483680725098
random_103x96_f32, 32x32x1, [1, 1, 0], standard, 0, 0.01854252815246582, 0.0052641332149505615
random_103x96_f32, 32x32x1, [1, 2, 0], standard, 0, 0.01854252815246582, 0.006009966135025024
random_103x96_f32, 32x32x1, [1, 3, 0], standard, 0, 0.07657474279403687, 0.018897438421845436
random_103x96_f32, 32x32x1, [1, 4, 0], standard, 0, 0.08661976456642151, 0.021488958969712257
random_103x96_f32, 32x32x1, [1, 5, 0], standard, 0, 0.11741584539413452, 0.025506742298603058
random_103x96_f32, 32x32x1, [1, 6, 0], standard, 0, 0.1652565598487854, 0.03396105393767357
random_103x96_f32, 32x32x1, [1, 7, 0], standard, 0, 0.21292266249656677, 0.048372138291597366
random_103x96_f32, 32x32x1, [2, 0, 0], standard, 0.00024563074111938477, 0.02646327018737793, 0.0070091113448143005
random_103x96_f32, 32x32x1, [2, 1, 0], standard, 0, 0.04630690813064575, 0.006982531398534775
random_103x96_f32, 32x32x1, [2, 2, 0], standard, 0, 0.04630690813064575, 0.006824173033237457
random_103x96_f32, 32x32x1, [2, 3, 0], standard, 0, 0.13160163164138794, 0.017204029485583305
random_103x96_f32, 32x32x1, [2, 4, 0], standard, 0, 0.14623761177062988, 0.01875397376716137
random_103x96_f32, 32x32x1, [2, 5, 0], standard, 0, 0.22497397661209106, 0.02119080163538456
random_103x96_f32, 32x32x1, [2, 6, 0], standard, 0, 0.3541174829006195, 0.03144432231783867
random_103x96_f32, 32x32x1, [2, 7, 0], standard, 0, 0.4084603786468506, 0.04483309015631676
random_103x96_f32, 32x32x1, [3, 0, 0], standard, 0.0002455711364746094, 0.02035808563232422, 0.003357755485922098
random_103x96_f32, 32x32x1, [3, 1, 0], standard, 0, 0.03334099054336548, 0.0028728246688842773
random_103x96_f32, 32x32x1, [3, 2, 0], standard, 0, 0.03334099054336548, 0.0028076781891286373
random_103x96_f32, 32x32x1, [3, 3, 0], standard, 0, 0.0947532057762146, 0.007078247610479593
random_103x96_f32, 32x32x1, [3, 4, 0], standard, 0, 0.10529106855392456, 0.007715948857367039
random_103x96_f32, 32x32x1, [3, 5, 0], standard, 0, 0.16198128461837769, 0.008718539029359818
random_103x96_f32, 32x32x1, [3, 6, 0], standard, 0, 0.25496456027030945, 0.01293711457401514
random_103x96_f32, 32x32x1, [3, 7, 0], standard, 0, 0.29409146308898926, 0.018445618450641632
random_103x96_f32, 32x32x1, [4, 0, 0], standard, 0.000245511531829834, 0.008147656917572021, 0.0011107668979093432
random_103x96_f32, 32x32x1, [4, 1, 0], standard, 0, 0.007409125566482544, 0.00034378928830847144
random_103x96_f32, 32x32x1, [4, 2, 0], standard, 0, 0.007409125566482544, 0.00033599979360587895
random_103x96_f32, 32x32x1, [4, 3, 0], standard, 0, 0.02105623483657837, 0.0008470045868307352
random_103x96_f32, 32x32x1, [4, 4, 0], standard, 0, 0.023397982120513916, 0.0009233129676431417
random_103x96_f32, 32x32x1, [4, 5, 0], standard, 0, 0.03599590063095093, 0.0010432822164148092
random_103x96_f32, 32x32x1, [4, 6, 0], standard, 0, 0.05665874481201172, 0.0015480774454772472
random_103x96_f32, 32x32x1, [4, 7, 0], standard, 0, 0.06535360217094421, 0.00220720493234694
random_103x96_f32, 32x32x1, [5, 0, 0], standard, 0.000245511531829834, 0.04209434986114502, 0.0022822171449661255
random_103x96_f32, 32x32x1, [5, 1, 0], standard, 0, 0.041864246129989624, 0.001354696461930871
random_103x96_f32, 32x32x1, [5, 2, 0], standard, 0, 0.01922556757926941, 0.0003600043128244579
random_103x96_f32, 32x32x1, [5, 3, 0], standard, 0, 0.04112952947616577, 0.0005302454810589552
random_103x96_f32, 32x32x1, [5, 4, 0], standard, 0, 0.04656979441642761, 0.0007435117149725556
random_103x96_f32, 32x32x1, [5, 5, 0], standard, 0, 0.08681562542915344, 0.0008996142423711717
